valid_time,turbine_id,power_normalized
2026-01-09T19:00:00Z,turbine_1,0.01
2026-01-09T20:00:00Z,turbine_1,0.01
2026-01-09T21:00:00Z,turbine_1,0.01
2026-01-09T22:00:00Z,turbine_1,0.01
2026-01-09T23:00:00Z,turbine_1,0.01
2026-01-10T00:00:00Z,turbine_1,0.0283333333333333
2026-01-10T01:00:00Z,turbine_1,0.0616666666666666
2026-01-10T02:00:00Z,turbine_1,0.0583333333333333
2026-01-10T03:00:00Z,turbine_1,0.0516666666666666
2026-01-10T04:00:00Z,turbine_1,0.1149999999999999
2026-01-10T05:00:00Z,turbine_1,0.07
2026-01-10T06:00:00Z,turbine_1,0.09
2026-01-10T07:00:00Z,turbine_1,0.0533333333333333
2026-01-10T08:00:00Z,turbine_1,0.2133333333333333
2026-01-10T09:00:00Z,turbine_1,0.1916666666666666
2026-01-10T10:00:00Z,turbine_1,0.1883333333333333
2026-01-10T11:00:00Z,turbine_1,0.18
2026-01-10T12:00:00Z,turbine_1,0.1516666666666666
2026-01-10T13:00:00Z,turbine_1,0.4166666666666667
2026-01-10T14:00:00Z,turbine_1,0.3883333333333333
2026-01-10T15:00:00Z,turbine_1,0.54
2026-01-10T16:00:00Z,turbine_1,0.5750000000000001
2026-01-10T17:00:00Z,turbine_1,0.345
2026-01-10T18:00:00Z,turbine_1,0.4083333333333334
2026-01-10T19:00:00Z,turbine_1,0.84
2026-01-10T20:00:00Z,turbine_1,0.8983333333333333
2026-01-10T21:00:00Z,turbine_1,0.7116666666666666
2026-01-10T22:00:00Z,turbine_1,0.7716666666666666
2026-01-10T23:00:00Z,turbine_1,0.85
2026-01-11T00:00:00Z,turbine_1,0.4683333333333333
2026-01-11T01:00:00Z,turbine_1,0.5533333333333333
2026-01-11T02:00:00Z,turbine_1,0.4866666666666666
2026-01-11T03:00:00Z,turbine_1,0.21
2026-01-11T04:00:00Z,turbine_1,0.325
2026-01-11T05:00:00Z,turbine_1,0.2799999999999999
2026-01-11T06:00:00Z,turbine_1,0.4033333333333333
2026-01-11T07:00:00Z,turbine_1,0.5966666666666667
2026-01-11T08:00:00Z,turbine_1,0.6
2026-01-11T09:00:00Z,turbine_1,0.3133333333333333
2026-01-11T10:00:00Z,turbine_1,0.2183333333333333
2026-01-11T11:00:00Z,turbine_1,0.2799999999999999
2026-01-11T12:00:00Z,turbine_1,0.2316666666666667
2026-01-11T13:00:00Z,turbine_1,0.445
2026-01-11T14:00:00Z,turbine_1,0.4516666666666666
2026-01-11T15:00:00Z,turbine_1,0.2749999999999999
2026-01-11T16:00:00Z,turbine_1,0.6066666666666667
2026-01-11T17:00:00Z,turbine_1,0.5499999999999999
2026-01-11T18:00:00Z,turbine_1,0.3316666666666666
2026-01-11T19:00:00Z,turbine_1,0.58
2026-01-11T20:00:00Z,turbine_1,0.4033333333333333
2026-01-11T21:00:00Z,turbine_1,0.0683333333333333
2026-01-11T22:00:00Z,turbine_1,0.015
2026-01-11T23:00:00Z,turbine_1,0.0233333333333333
2026-01-12T00:00:00Z,turbine_1,0.01
2026-01-12T01:00:00Z,turbine_1,0.01
2026-01-12T02:00:00Z,turbine_1,0.01
2026-01-12T03:00:00Z,turbine_1,0.01
2026-01-12T04:00:00Z,turbine_1,0.01
2026-01-12T05:00:00Z,turbine_1,0.01
2026-01-12T06:00:00Z,turbine_1,0.01
2026-01-09T19:00:00Z,turbine_2,0.01
2026-01-09T20:00:00Z,turbine_2,0.01
2026-01-09T21:00:00Z,turbine_2,0.01
2026-01-09T22:00:00Z,turbine_2,0.01
2026-01-09T23:00:00Z,turbine_2,0.01
2026-01-10T00:00:00Z,turbine_2,0.0166666666666666
2026-01-10T01:00:00Z,turbine_2,0.0433333333333333
2026-01-10T02:00:00Z,turbine_2,0.0349999999999999
2026-01-10T03:00:00Z,turbine_2,0.0316666666666666
2026-01-10T04:00:00Z,turbine_2,0.08
2026-01-10T05:00:00Z,turbine_2,0.0349999999999999
2026-01-10T06:00:00Z,turbine_2,0.09
2026-01-10T07:00:00Z,turbine_2,0.0499999999999999
2026-01-10T08:00:00Z,turbine_2,0.2433333333333333
2026-01-10T09:00:00Z,turbine_2,0.1883333333333333
2026-01-10T10:00:00Z,turbine_2,0.21
2026-01-10T11:00:00Z,turbine_2,0.1666666666666666
2026-01-10T12:00:00Z,turbine_2,0.1616666666666666
2026-01-10T13:00:00Z,turbine_2,0.4466666666666666
2026-01-10T14:00:00Z,turbine_2,0.3916666666666666
2026-01-10T15:00:00Z,turbine_2,0.4983333333333333
2026-01-10T16:00:00Z,turbine_2,0.5366666666666667
2026-01-10T17:00:00Z,turbine_2,0.3066666666666667
2026-01-10T18:00:00Z,turbine_2,0.4516666666666666
2026-01-10T19:00:00Z,turbine_2,0.8716666666666667
2026-01-10T20:00:00Z,turbine_2,0.9183333333333332
2026-01-10T21:00:00Z,turbine_2,0.6933333333333334
2026-01-10T22:00:00Z,turbine_2,0.6866666666666666
2026-01-10T23:00:00Z,turbine_2,0.8233333333333334
2026-01-11T00:00:00Z,turbine_2,0.48
2026-01-11T01:00:00Z,turbine_2,0.5533333333333333
2026-01-11T02:00:00Z,turbine_2,0.445
2026-01-11T03:00:00Z,turbine_2,0.2166666666666666
2026-01-11T04:00:00Z,turbine_2,0.3233333333333333
2026-01-11T05:00:00Z,turbine_2,0.2633333333333333
2026-01-11T06:00:00Z,turbine_2,0.3966666666666666
2026-01-11T07:00:00Z,turbine_2,0.6766666666666666
2026-01-11T08:00:00Z,turbine_2,0.6016666666666667
2026-01-11T09:00:00Z,turbine_2,0.2749999999999999
2026-01-11T10:00:00Z,turbine_2,0.2299999999999999
2026-01-11T11:00:00Z,turbine_2,0.2283333333333333
2026-01-11T12:00:00Z,turbine_2,0.19
2026-01-11T13:00:00Z,turbine_2,0.4583333333333333
2026-01-11T14:00:00Z,turbine_2,0.4616666666666666
2026-01-11T15:00:00Z,turbine_2,0.2866666666666667
2026-01-11T16:00:00Z,turbine_2,0.4916666666666667
2026-01-11T17:00:00Z,turbine_2,0.5183333333333334
2026-01-11T18:00:00Z,turbine_2,0.33
2026-01-11T19:00:00Z,turbine_2,0.49
2026-01-11T20:00:00Z,turbine_2,0.3933333333333333
2026-01-11T21:00:00Z,turbine_2,0.0466666666666666
2026-01-11T22:00:00Z,turbine_2,0.01
2026-01-11T23:00:00Z,turbine_2,0.0116666666666666
2026-01-12T00:00:00Z,turbine_2,0.01
2026-01-12T01:00:00Z,turbine_2,0.01
2026-01-12T02:00:00Z,turbine_2,0.01
2026-01-12T03:00:00Z,turbine_2,0.01
2026-01-12T04:00:00Z,turbine_2,0.01
2026-01-12T05:00:00Z,turbine_2,0.01
2026-01-12T06:00:00Z,turbine_2,0.01
