forecast_id,issued_at,valid_time,turbine_id,horizon_hours,power_normalized,weather_run_time,weather_available_at,model_version,input_hash,status
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-01-31T19:00:00Z,turbine_1,25,0.0113240092619962,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-01-31T20:00:00Z,turbine_1,26,0.0100928450120205,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-01-31T21:00:00Z,turbine_1,27,0.010901790981049,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-01-31T22:00:00Z,turbine_1,28,0.0099763247877597,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-01-31T23:00:00Z,turbine_1,29,0.0099766759565502,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T00:00:00Z,turbine_1,30,0.0099875621890547,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T01:00:00Z,turbine_1,31,0.0101272405655175,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T02:00:00Z,turbine_1,32,0.0195587812825713,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T03:00:00Z,turbine_1,33,0.0391949329763097,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T04:00:00Z,turbine_1,34,0.052193661392296,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T05:00:00Z,turbine_1,35,0.0970295983669865,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T06:00:00Z,turbine_1,36,0.1535998239325913,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T07:00:00Z,turbine_1,37,0.1519238688118144,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T08:00:00Z,turbine_1,38,0.1947921428507048,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T09:00:00Z,turbine_1,39,0.1628175770968639,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
20260130T1900Z-f8f042ab39c9,2026-01-30T19:00:00Z,2026-02-01T10:00:00Z,turbine_1,40,0.1410301605267649,2026-01-30T00:00:00Z,2026-01-30T08:00:00Z,validation-be2706022497:curve,f8f042ab39c9df07e7665f20d80f61862aee6ca498205803e96aec0a9acf4242,degraded
