forecast_id,issued_at,valid_time,turbine_id,horizon_hours,power_normalized,weather_run_time,weather_available_at,model_version,input_hash,status
demo-1,2026-01-10T00:00:00Z,2026-01-10T00:00:00Z,turbine_1,1,0.475,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T01:00:00Z,turbine_1,2,0.5106,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T02:00:00Z,turbine_1,3,0.5455,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T03:00:00Z,turbine_1,4,0.5789,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T04:00:00Z,turbine_1,5,0.6102,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T05:00:00Z,turbine_1,6,0.6388,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T06:00:00Z,turbine_1,7,0.664,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T07:00:00Z,turbine_1,8,0.6854,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T08:00:00Z,turbine_1,9,0.7025,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T09:00:00Z,turbine_1,10,0.7149,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T10:00:00Z,turbine_1,11,0.7225,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T11:00:00Z,turbine_1,12,0.725,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T12:00:00Z,turbine_1,13,0.7224,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T13:00:00Z,turbine_1,14,0.7148,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T14:00:00Z,turbine_1,15,0.7023,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T15:00:00Z,turbine_1,16,0.6852,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T16:00:00Z,turbine_1,17,0.6638,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T17:00:00Z,turbine_1,18,0.6385,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T18:00:00Z,turbine_1,19,0.6099,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T19:00:00Z,turbine_1,20,0.5786,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T20:00:00Z,turbine_1,21,0.5452,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T21:00:00Z,turbine_1,22,0.5103,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T22:00:00Z,turbine_1,23,0.4747,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T23:00:00Z,turbine_1,24,0.4391,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,turbine_1,25,0.4042,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T01:00:00Z,turbine_1,26,0.3708,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T02:00:00Z,turbine_1,27,0.3395,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T03:00:00Z,turbine_1,28,0.311,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T04:00:00Z,turbine_1,29,0.2858,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T05:00:00Z,turbine_1,30,0.2645,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T06:00:00Z,turbine_1,31,0.2474,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T07:00:00Z,turbine_1,32,0.235,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T08:00:00Z,turbine_1,33,0.2275,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T09:00:00Z,turbine_1,34,0.225,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T10:00:00Z,turbine_1,35,0.2276,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T11:00:00Z,turbine_1,36,0.2353,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T12:00:00Z,turbine_1,37,0.2478,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T13:00:00Z,turbine_1,38,0.265,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T14:00:00Z,turbine_1,39,0.2864,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T15:00:00Z,turbine_1,40,0.3117,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T16:00:00Z,turbine_1,41,0.3403,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T17:00:00Z,turbine_1,42,0.3717,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T18:00:00Z,turbine_1,43,0.4051,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T19:00:00Z,turbine_1,44,0.44,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T20:00:00Z,turbine_1,45,0.4756,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T21:00:00Z,turbine_1,46,0.5112,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T22:00:00Z,turbine_1,47,0.5461,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T23:00:00Z,turbine_1,48,0.5795,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T00:00:00Z,turbine_2,1,0.5,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T01:00:00Z,turbine_2,2,0.5356,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T02:00:00Z,turbine_2,3,0.5705,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T03:00:00Z,turbine_2,4,0.6039,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T04:00:00Z,turbine_2,5,0.6352,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T05:00:00Z,turbine_2,6,0.6638,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T06:00:00Z,turbine_2,7,0.689,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T07:00:00Z,turbine_2,8,0.7104,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T08:00:00Z,turbine_2,9,0.7275,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T09:00:00Z,turbine_2,10,0.7399,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T10:00:00Z,turbine_2,11,0.7475,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T11:00:00Z,turbine_2,12,0.75,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T12:00:00Z,turbine_2,13,0.7474,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T13:00:00Z,turbine_2,14,0.7398,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T14:00:00Z,turbine_2,15,0.7273,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T15:00:00Z,turbine_2,16,0.7102,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T16:00:00Z,turbine_2,17,0.6888,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T17:00:00Z,turbine_2,18,0.6635,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T18:00:00Z,turbine_2,19,0.6349,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T19:00:00Z,turbine_2,20,0.6036,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T20:00:00Z,turbine_2,21,0.5702,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T21:00:00Z,turbine_2,22,0.5353,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T22:00:00Z,turbine_2,23,0.4997,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-10T23:00:00Z,turbine_2,24,0.4641,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,turbine_2,25,0.4292,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T01:00:00Z,turbine_2,26,0.3958,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T02:00:00Z,turbine_2,27,0.3645,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T03:00:00Z,turbine_2,28,0.336,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T04:00:00Z,turbine_2,29,0.3108,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T05:00:00Z,turbine_2,30,0.2895,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T06:00:00Z,turbine_2,31,0.2724,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T07:00:00Z,turbine_2,32,0.26,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T08:00:00Z,turbine_2,33,0.2525,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T09:00:00Z,turbine_2,34,0.25,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T10:00:00Z,turbine_2,35,0.2526,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T11:00:00Z,turbine_2,36,0.2603,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T12:00:00Z,turbine_2,37,0.2728,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T13:00:00Z,turbine_2,38,0.29,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T14:00:00Z,turbine_2,39,0.3114,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T15:00:00Z,turbine_2,40,0.3367,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T16:00:00Z,turbine_2,41,0.3653,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T17:00:00Z,turbine_2,42,0.3967,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T18:00:00Z,turbine_2,43,0.4301,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T19:00:00Z,turbine_2,44,0.465,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T20:00:00Z,turbine_2,45,0.5006,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
