valid_time,turbine_id,power_normalized
2026-01-10T00:00:00Z,turbine_1,0.51
2026-01-10T01:00:00Z,turbine_1,0.5437
2026-01-10T02:00:00Z,turbine_1,0.573
2026-01-10T03:00:00Z,turbine_1,0.5978
2026-01-10T04:00:00Z,turbine_1,0.6184
2026-01-10T05:00:00Z,turbine_1,0.6354
2026-01-10T06:00:00Z,turbine_1,0.6494
2026-01-10T07:00:00Z,turbine_1,0.6612
2026-01-10T08:00:00Z,turbine_1,0.6713
2026-01-10T09:00:00Z,turbine_1,0.6803
2026-01-10T12:00:00Z,turbine_1,0.6996
2026-01-10T13:00:00Z,turbine_1,0.7019
2026-01-10T14:00:00Z,turbine_1,0.7007
2026-01-10T15:00:00Z,turbine_1,0.6951
2026-01-10T16:00:00Z,turbine_1,0.6841
2026-01-10T17:00:00Z,turbine_1,0.6671
2026-01-10T18:00:00Z,turbine_1,0.6435
2026-01-10T19:00:00Z,turbine_1,0.6136
2026-01-10T20:00:00Z,turbine_1,0.5776
2026-01-10T21:00:00Z,turbine_1,0.5367
2026-01-10T22:00:00Z,turbine_1,0.4921
2026-01-10T23:00:00Z,turbine_1,0.4456
2026-01-11T00:00:00Z,turbine_1,0.3991
2026-01-11T01:00:00Z,turbine_1,0.3547
2026-01-11T02:00:00Z,turbine_1,0.3141
2026-01-11T03:00:00Z,turbine_1,0.2791
2026-01-11T04:00:00Z,turbine_1,0.2509
2026-01-11T05:00:00Z,turbine_1,0.2305
2026-01-11T06:00:00Z,turbine_1,0.218
2026-01-11T07:00:00Z,turbine_1,0.2135
2026-01-11T08:00:00Z,turbine_1,0.2162
2026-01-11T09:00:00Z,turbine_1,0.2252
2026-01-11T10:00:00Z,turbine_1,0.2392
2026-01-11T12:00:00Z,turbine_1,0.2773
2026-01-11T13:00:00Z,turbine_1,0.299
2026-01-11T14:00:00Z,turbine_1,0.3212
2026-01-11T15:00:00Z,turbine_1,0.3435
2026-01-11T16:00:00Z,turbine_1,0.3655
2026-01-11T17:00:00Z,turbine_1,0.3875
2026-01-11T18:00:00Z,turbine_1,0.4099
2026-01-11T19:00:00Z,turbine_1,0.4332
2026-01-11T20:00:00Z,turbine_1,0.458
2026-01-11T21:00:00Z,turbine_1,0.4846
2026-01-11T22:00:00Z,turbine_1,0.5135
2026-01-11T23:00:00Z,turbine_1,0.5445
2026-01-12T00:00:00Z,turbine_1,0.5772
2026-01-12T01:00:00Z,turbine_1,0.6109
2026-01-12T02:00:00Z,turbine_1,0.6443
2026-01-12T03:00:00Z,turbine_1,0.6761
2026-01-12T04:00:00Z,turbine_1,0.7046
2026-01-12T05:00:00Z,turbine_1,0.7283
2026-01-12T06:00:00Z,turbine_1,0.7457
2026-01-12T07:00:00Z,turbine_1,0.7554
2026-01-12T08:00:00Z,turbine_1,0.7568
2026-01-12T09:00:00Z,turbine_1,0.7492
2026-01-12T10:00:00Z,turbine_1,0.733
2026-01-12T11:00:00Z,turbine_1,0.7088
2026-01-10T00:00:00Z,turbine_2,0.535
2026-01-10T01:00:00Z,turbine_2,0.5687
2026-01-10T02:00:00Z,turbine_2,0.598
2026-01-10T03:00:00Z,turbine_2,0.6228
2026-01-10T04:00:00Z,turbine_2,0.6434
2026-01-10T05:00:00Z,turbine_2,0.6604
2026-01-10T06:00:00Z,turbine_2,0.6744
2026-01-10T07:00:00Z,turbine_2,0.6862
2026-01-10T08:00:00Z,turbine_2,0.6963
2026-01-10T09:00:00Z,turbine_2,0.7053
2026-01-10T12:00:00Z,turbine_2,0.7246
2026-01-10T13:00:00Z,turbine_2,0.7269
2026-01-10T14:00:00Z,turbine_2,0.7257
2026-01-10T15:00:00Z,turbine_2,0.7201
2026-01-10T16:00:00Z,turbine_2,0.7091
2026-01-10T17:00:00Z,turbine_2,0.6921
2026-01-10T18:00:00Z,turbine_2,0.6685
2026-01-10T19:00:00Z,turbine_2,0.6386
2026-01-10T20:00:00Z,turbine_2,0.6026
2026-01-10T21:00:00Z,turbine_2,0.5617
2026-01-10T22:00:00Z,turbine_2,0.5171
2026-01-10T23:00:00Z,turbine_2,0.4706
2026-01-11T00:00:00Z,turbine_2,0.4241
2026-01-11T01:00:00Z,turbine_2,0.3797
2026-01-11T02:00:00Z,turbine_2,0.3391
2026-01-11T03:00:00Z,turbine_2,0.3041
2026-01-11T04:00:00Z,turbine_2,0.2759
2026-01-11T05:00:00Z,turbine_2,0.2555
2026-01-11T06:00:00Z,turbine_2,0.243
2026-01-11T07:00:00Z,turbine_2,0.2385
2026-01-11T08:00:00Z,turbine_2,0.2412
2026-01-11T09:00:00Z,turbine_2,0.2502
2026-01-11T10:00:00Z,turbine_2,0.2642
2026-01-11T12:00:00Z,turbine_2,0.3023
2026-01-11T13:00:00Z,turbine_2,0.324
2026-01-11T14:00:00Z,turbine_2,0.3462
2026-01-11T15:00:00Z,turbine_2,0.3685
2026-01-11T16:00:00Z,turbine_2,0.3905
2026-01-11T17:00:00Z,turbine_2,0.4125
2026-01-11T18:00:00Z,turbine_2,0.4349
2026-01-11T19:00:00Z,turbine_2,0.4582
2026-01-11T20:00:00Z,turbine_2,0.483
2026-01-11T21:00:00Z,turbine_2,0.5096
2026-01-11T22:00:00Z,turbine_2,0.5385
2026-01-11T23:00:00Z,turbine_2,0.5695
2026-01-12T00:00:00Z,turbine_2,0.6022
2026-01-12T01:00:00Z,turbine_2,0.6359
2026-01-12T02:00:00Z,turbine_2,0.6693
2026-01-12T03:00:00Z,turbine_2,0.7011
2026-01-12T04:00:00Z,turbine_2,0.7296
2026-01-12T05:00:00Z,turbine_2,0.7533
2026-01-12T06:00:00Z,turbine_2,0.7707
2026-01-12T07:00:00Z,turbine_2,0.7804
2026-01-12T08:00:00Z,turbine_2,0.7818
2026-01-12T09:00:00Z,turbine_2,0.7742
2026-01-12T10:00:00Z,turbine_2,0.758
2026-01-12T11:00:00Z,turbine_2,0.7338
